lexeme,INF,GER,PRS.PTCP.SG,PRS.PTCP.PL,PST.PTCP.M.SG,PST.PTCP.F.SG,PST.PTCP.M.PL,PST.PTCP.F.PL,IMP.2SG,IMP.1PL,IMP.2PL,PRS.IND.1SG,PRS.IND.2SG,PRS.IND.3SG,PRS.IND.1PL,PRS.IND.2PL,PRS.IND.3PL,PRS.SBJV.1SG,PRS.SBJV.2SG,PRS.SBJV.3SG,PRS.SBJV.1PL,PRS.SBJV.2PL,PRS.SBJV.3PL,IPRF.IND.1SG,IPRF.IND.2SG,IPRF.IND.3SG,IPRF.IND.1PL,IPRF.IND.2PL,IPRF.IND.3PL,IPRF.SBJV.1SG,IPRF.SBJV.2SG,IPRF.SBJV.3SG,IPRF.SBJV.1PL,IPRF.SBJV.2PL,IPRF.SBJV.3PL,PRET.IND.1SG,PRET.IND.2SG,PRET.IND.3SG,PRET.IND.1PL,PRET.IND.2PL,PRET.IND.3PL,FUT.IND.1SG,FUT.IND.2SG,FUT.IND.3SG,FUT.IND.1PL,FUT.IND.2PL,FUT.IND.3PL,COND.1SG,COND.2SG,COND.3SG,COND.1PL,COND.2PL,COND.3PL
istruire,istru'ire,istru'endo,istru'ente,istru'enti,istru'ito,istru'ita,istru'iti,istru'ite,istru'iʃʃi,istruj'amo,istru'ite,istru'isko,istru'iʃʃi,istru'iʃʃe,istruj'amo,istru'ite,istru'iskono,istru'iska,istru'iska,istru'iska,istruj'amo,istruj'ate,istru'iskano,istru'ivo,istru'ivi,istru'iva,istruiv'amo,istruiv'ate,istru'ivano,istru'issi,istru'issi,istru'isse,istru'issimo,istru'iste,istru'issero,istru'ii,istru'isti,istru'i,istru'immo,istru'iste,istru'irono,istruir'o,istruir'ai,istruir'a,istruir'emo,istruir'ete,istruir'anno,istruir'ei,istruir'esti,istruir'ebbe,istruir'emmo,istruir'este,istruir'ebbero
lesinare,lezin'are,lezin'ando,lezin'ante,lezin'anti,lezin'ato,lezin'ata,lezin'ati,lezin'ate,l'ezina,lezinj'amo,lezin'ate,l'ezino,l'ezini,l'ezina,lezinj'amo,lezin'ate,l'ezinano,l'ezini,l'ezini,l'ezini,lezinj'amo,lezinj'ate,l'ezinino,lezin'avo,lezin'avi,lezin'ava,lezinav'amo,lezinav'ate,lezin'avano,lezin'assi,lezin'assi,lezin'asse,lezin'assimo,lezin'aste,lezin'assero,lezin'ai,lezin'asti,lezin'o,lezin'ammo,lezin'aste,lezin'arono,leziner'o,leziner'ai,leziner'a,leziner'emo,leziner'ete,leziner'anno,leziner'ei,leziner'esti,leziner'ebbe,leziner'emmo,leziner'este,leziner'ebbero
lucidare,lutʃid'are,lutʃid'ando,lutʃid'ante,lutʃid'anti,lutʃid'ato,lutʃid'ata,lutʃid'ati,lutʃid'ate,l'utʃida,lutʃidj'amo,lutʃid'ate,l'utʃido,l'utʃidi,l'utʃida,lutʃidj'amo,lutʃid'ate,l'utʃidano,l'utʃidi,l'utʃidi,l'utʃidi,lutʃidj'amo,lutʃidj'ate,l'utʃidino,lutʃid'avo,lutʃid'avi,lutʃid'ava,lutʃidav'amo,lutʃidav'ate,lutʃid'avano,lutʃid'assi,lutʃid'assi,lutʃid'asse,lutʃid'assimo,lutʃid'aste,lutʃid'assero,lutʃid'ai,lutʃid'asti,lutʃid'o,lutʃid'ammo,lutʃid'aste,lutʃid'arono,lutʃider'o,lutʃider'ai,lutʃider'a,lutʃider'emo,lutʃider'ete,lutʃider'anno,lutʃider'ei,lutʃider'esti,lutʃider'ebbe,lutʃider'emmo,lutʃider'este,lutʃider'ebbero
materializzare,materjaliddz'are,materjaliddz'ando,materjaliddz'ante,materjaliddz'anti,materjaliddz'ato,materjaliddz'ata,materjaliddz'ati,materjaliddz'ate,materjal'iddza,materjaliddzj'amo,materjaliddz'ate,materjal'iddzo,materjal'iddzi,materjal'iddza,materjaliddzj'amo,materjaliddz'ate,materjal'iddzano,materjal'iddzi,materjal'iddzi,materjal'iddzi,materjaliddzj'amo,materjaliddzj'ate,materjal'iddzino,materjaliddz'avo,materjaliddz'avi,materjaliddz'ava,materjaliddzav'amo,materjaliddzav'ate,materjaliddz'avano,materjaliddz'assi,materjaliddz'assi,materjaliddz'asse,materjaliddz'assimo,materjaliddz'aste,materjaliddz'assero,materjaliddz'ai,materjaliddz'asti,materjaliddz'o,materjaliddz'ammo,materjaliddz'aste,materjaliddz'arono,materjaliddzer'o,materjaliddzer'ai,materjaliddzer'a,materjaliddzer'emo,materjaliddzer'ete,materjaliddzer'anno,materjaliddzer'ei,materjaliddzer'esti,materjaliddzer'ebbe,materjaliddzer'emmo,materjaliddzer'este,materjaliddzer'ebbero
memorizzare,memoriddz'are,memoriddz'ando,memoriddz'ante,memoriddz'anti,memoriddz'ato,memoriddz'ata,memoriddz'ati,memoriddz'ate,memor'iddza,memoriddzj'amo,memoriddz'ate,memor'iddzo,memor'iddzi,memor'iddza,memoriddzj'amo,memoriddz'ate,memor'iddzano,memor'iddzi,memor'iddzi,memor'iddzi,memoriddzj'amo,memoriddzj'ate,memor'iddzino,memoriddz'avo,memoriddz'avi,memoriddz'ava,memoriddzav'amo,memoriddzav'ate,memoriddz'avano,memoriddz'assi,memoriddz'assi,memoriddz'asse,memoriddz'assimo,memoriddz'aste,memoriddz'assero,memoriddz'ai,memoriddz'asti,memoriddz'o,memoriddz'ammo,memoriddz'aste,memoriddz'arono,memoriddzer'o,memoriddzer'ai,memoriddzer'a,memoriddzer'emo,memoriddzer'ete,memoriddzer'anno,memoriddzer'ei,memoriddzer'esti,memoriddzer'ebbe,memoriddzer'emmo,memoriddzer'este,memoriddzer'ebbero
militare,milit'are,milit'ando,milit'ante,milit'anti,milit'ato,milit'ata,milit'ati,milit'ate,m'ilita,militj'amo,milit'ate,m'ilito,m'iliti,m'ilita,militj'amo,milit'ate,m'ilitano,m'iliti,m'iliti,m'iliti,militj'amo,militj'ate,m'ilitino,milit'avo,milit'avi,milit'ava,militav'amo,militav'ate,milit'avano,milit'assi,milit'assi,milit'asse,milit'assimo,milit'aste,milit'assero,milit'ai,milit'asti,milit'o,milit'ammo,milit'aste,milit'arono,militer'o,militer'ai,militer'a,militer'emo,militer'ete,militer'anno,militer'ei,militer'esti,militer'ebbe,militer'emmo,militer'este,militer'ebbero
nidificare,nidifik'are,nidifik'ando,nidifik'ante,nidifik'anti,nidifik'ato,nidifik'ata,nidifik'ati,nidifik'ate,nid'ifika,nidifikj'amo,nidifik'ate,nid'ifiko,nid'ifiki,nid'ifika,nidifikj'amo,nidifik'ate,nid'ifikano,nid'ifiki,nid'ifiki,nid'ifiki,nidifikj'amo,nidifikj'ate,nid'ifikino,nidifik'avo,nidifik'avi,nidifik'ava,nidifikav'amo,nidifikav'ate,nidifik'avano,nidifik'assi,nidifik'assi,nidifik'asse,nidifik'assimo,nidifik'aste,nidifik'assero,nidifik'ai,nidifik'asti,nidifik'o,nidifik'ammo,nidifik'aste,nidifik'arono,nidifiker'o,nidifiker'ai,nidifiker'a,nidifiker'emo,nidifiker'ete,nidifiker'anno,nidifiker'ei,nidifiker'esti,nidifiker'ebbe,nidifiker'emmo,nidifiker'este,nidifiker'ebbero
presenziare,prezentsj'are,prezentsj'ando,prezentsj'ante,prezentsj'anti,prezentsj'ato,prezentsj'ata,prezentsj'ati,prezentsj'ate,prez'entsja,prezentsj'amo,prezentsj'ate,prez'entsjo,prez'entsi,prez'entsja,prezentsj'amo,prezentsj'ate,prez'entsjano,prez'entsi,prez'entsi,prez'entsi,prezentsj'amo,prezentsj'ate,prez'entsino,prezentsj'avo,prezentsj'avi,prezentsj'ava,prezentsjav'amo,prezentsjav'ate,prezentsj'avano,prezentsj'assi,prezentsj'assi,prezentsj'asse,prezentsj'assimo,prezentsj'aste,prezentsj'assero,prezentsj'ai,prezentsj'asti,prezentsj'o,prezentsj'ammo,prezentsj'aste,prezentsj'arono,prezentsjer'o,prezentsjer'ai,prezentsjer'a,prezentsjer'emo,prezentsjer'ete,prezentsjer'anno,prezentsjer'ei,prezentsjer'esti,prezentsjer'ebbe,prezentsjer'emmo,prezentsjer'este,prezentsjer'ebbero
prodigare,prodig'are,prodig'ando,prodig'ante,prodig'anti,prodig'ato,prodig'ata,prodig'ati,prodig'ate,pr'odiga,prodigj'amo,prodig'ate,pr'odigo,pr'odigi,pr'odiga,prodigj'amo,prodig'ate,pr'odigano,pr'odigi,pr'odigi,pr'odigi,prodigj'amo,prodigj'ate,pr'odigino,prodig'avo,prodig'avi,prodig'ava,prodigav'amo,prodigav'ate,prodig'avano,prodig'assi,prodig'assi,prodig'asse,prodig'assimo,prodig'aste,prodig'assero,prodig'ai,prodig'asti,prodig'o,prodig'ammo,prodig'aste,prodig'arono,prodiger'o,prodiger'ai,prodiger'a,prodiger'emo,prodiger'ete,prodiger'anno,prodiger'ei,prodiger'esti,prodiger'ebbe,prodiger'emmo,prodiger'este,prodiger'ebbero
prosciugare,proʃʃug'are,proʃʃug'ando,proʃʃug'ante,proʃʃug'anti,proʃʃug'ato,proʃʃug'ata,proʃʃug'ati,proʃʃug'ate,proʃʃ'uga,proʃʃugj'amo,proʃʃug'ate,proʃʃ'ugo,proʃʃ'ugi,proʃʃ'uga,proʃʃugj'amo,proʃʃug'ate,proʃʃ'ugano,proʃʃ'ugi,proʃʃ'ugi,proʃʃ'ugi,proʃʃugj'amo,proʃʃugj'ate,proʃʃ'ugino,proʃʃug'avo,proʃʃug'avi,proʃʃug'ava,proʃʃugav'amo,proʃʃugav'ate,proʃʃug'avano,proʃʃug'assi,proʃʃug'assi,proʃʃug'asse,proʃʃug'assimo,proʃʃug'aste,proʃʃug'assero,proʃʃug'ai,proʃʃug'asti,proʃʃug'o,proʃʃug'ammo,proʃʃug'aste,proʃʃug'arono,proʃʃuger'o,proʃʃuger'ai,proʃʃuger'a,proʃʃuger'emo,proʃʃuger'ete,proʃʃuger'anno,proʃʃuger'ei,proʃʃuger'esti,proʃʃuger'ebbe,proʃʃuger'emmo,proʃʃuger'este,proʃʃuger'ebbero
pullulare,pullul'are,pullul'ando,pullul'ante,pullul'anti,pullul'ato,pullul'ata,pullul'ati,pullul'ate,p'ullula,pullulj'amo,pullul'ate,p'ullulo,p'ulluli,p'ullula,pullulj'amo,pullul'ate,p'ullulano,p'ulluli,p'ulluli,p'ulluli,pullulj'amo,pullulj'ate,p'ullulino,pullul'avo,pullul'avi,pullul'ava,pullulav'amo,pullulav'ate,pullul'avano,pullul'assi,pullul'assi,pullul'asse,pullul'assimo,pullul'aste,pullul'assero,pullul'ai,pullul'asti,pullul'o,pullul'ammo,pullul'aste,pullul'arono,pulluler'o,pulluler'ai,pulluler'a,pulluler'emo,pulluler'ete,pulluler'anno,pulluler'ei,pulluler'esti,pulluler'ebbe,pulluler'emmo,pulluler'este,pulluler'ebbero
razionalizzare,rattsjonaliddz'are,rattsjonaliddz'ando,rattsjonaliddz'ante,rattsjonaliddz'anti,rattsjonaliddz'ato,rattsjonaliddz'ata,rattsjonaliddz'ati,rattsjonaliddz'ate,rattsjonal'iddza,rattsjonaliddzj'amo,rattsjonaliddz'ate,rattsjonal'iddzo,rattsjonal'iddzi,rattsjonal'iddza,rattsjonaliddzj'amo,rattsjonaliddz'ate,rattsjonal'iddzano,rattsjonal'iddzi,rattsjonal'iddzi,rattsjonal'iddzi,rattsjonaliddzj'amo,rattsjonaliddzj'ate,rattsjonal'iddzino,rattsjonaliddz'avo,rattsjonaliddz'avi,rattsjonaliddz'ava,rattsjonaliddzav'amo,rattsjonaliddzav'ate,rattsjonaliddz'avano,rattsjonaliddz'assi,rattsjonaliddz'assi,rattsjonaliddz'asse,rattsjonaliddz'assimo,rattsjonaliddz'aste,rattsjonaliddz'assero,rattsjonaliddz'ai,rattsjonaliddz'asti,rattsjonaliddz'o,rattsjonaliddz'ammo,rattsjonaliddz'aste,rattsjonaliddz'arono,rattsjonaliddzer'o,rattsjonaliddzer'ai,rattsjonaliddzer'a,rattsjonaliddzer'emo,rattsjonaliddzer'ete,rattsjonaliddzer'anno,rattsjonaliddzer'ei,rattsjonaliddzer'esti,rattsjonaliddzer'ebbe,rattsjonaliddzer'emmo,rattsjonaliddzer'este,rattsjonaliddzer'ebbero
reinventare,reiɱvent'are,reiɱvent'ando,reiɱvent'ante,reiɱvent'anti,reiɱvent'ato,reiɱvent'ata,reiɱvent'ati,reiɱvent'ate,reiɱv'enta,reiɱventj'amo,reiɱvent'ate,reiɱv'ento,reiɱv'enti,reiɱv'enta,reiɱventj'amo,reiɱvent'ate,reiɱv'entano,reiɱv'enti,reiɱv'enti,reiɱv'enti,reiɱventj'amo,reiɱventj'ate,reiɱv'entino,reiɱvent'avo,reiɱvent'avi,reiɱvent'ava,reiɱventav'amo,reiɱventav'ate,reiɱvent'avano,reiɱvent'assi,reiɱvent'assi,reiɱvent'asse,reiɱvent'assimo,reiɱvent'aste,reiɱvent'assero,reiɱvent'ai,reiɱvent'asti,reiɱvent'o,reiɱvent'ammo,reiɱvent'aste,reiɱvent'arono,reiɱventer'o,reiɱventer'ai,reiɱventer'a,reiɱventer'emo,reiɱventer'ete,reiɱventer'anno,reiɱventer'ei,reiɱventer'esti,reiɱventer'ebbe,reiɱventer'emmo,reiɱventer'este,reiɱventer'ebbero
rimpicciolire,rimpittʃol'ire,rimpittʃol'endo,rimpittʃol'ente,rimpittʃol'enti,rimpittʃol'ito,rimpittʃol'ita,rimpittʃol'iti,rimpittʃol'ite,rimpittʃol'iʃʃi,rimpittʃolj'amo,rimpittʃol'ite,rimpittʃol'isko,rimpittʃol'iʃʃi,rimpittʃol'iʃʃe,rimpittʃolj'amo,rimpittʃol'ite,rimpittʃol'iskono,rimpittʃol'iska,rimpittʃol'iska,rimpittʃol'iska,rimpittʃolj'amo,rimpittʃolj'ate,rimpittʃol'iskano,rimpittʃol'ivo,rimpittʃol'ivi,rimpittʃol'iva,rimpittʃoliv'amo,rimpittʃoliv'ate,rimpittʃol'ivano,rimpittʃol'issi,rimpittʃol'issi,rimpittʃol'isse,rimpittʃol'issimo,rimpittʃol'iste,rimpittʃol'issero,rimpittʃol'ii,rimpittʃol'isti,rimpittʃol'i,rimpittʃol'immo,rimpittʃol'iste,rimpittʃol'irono,rimpittʃolir'o,rimpittʃolir'ai,rimpittʃolir'a,rimpittʃolir'emo,rimpittʃolir'ete,rimpittʃolir'anno,rimpittʃolir'ei,rimpittʃolir'esti,rimpittʃolir'ebbe,rimpittʃolir'emmo,rimpittʃolir'este,rimpittʃolir'ebbero
ringhiare,riŋgj'are,riŋgj'ando,riŋgj'ante,riŋgj'anti,riŋgj'ato,riŋgj'ata,riŋgj'ati,riŋgj'ate,r'iŋgja,riŋgj'amo,riŋgj'ate,r'iŋgjo,r'iŋgi,r'iŋgja,riŋgj'amo,riŋgj'ate,r'iŋgjano,r'iŋgi,r'iŋgi,r'iŋgi,riŋgj'amo,riŋgj'ate,r'iŋgino,riŋgj'avo,riŋgj'avi,riŋgj'ava,riŋgjav'amo,riŋgjav'ate,riŋgj'avano,riŋgj'assi,riŋgj'assi,riŋgj'asse,riŋgj'assimo,riŋgj'aste,riŋgj'assero,riŋgj'ai,riŋgj'asti,riŋgj'o,riŋgj'ammo,riŋgj'aste,riŋgj'arono,riŋgjer'o,riŋgjer'ai,riŋgjer'a,riŋgjer'emo,riŋgjer'ete,riŋgjer'anno,riŋgjer'ei,riŋgjer'esti,riŋgjer'ebbe,riŋgjer'emmo,riŋgjer'este,riŋgjer'ebbero
rischiarare,riskjar'are,riskjar'ando,riskjar'ante,riskjar'anti,riskjar'ato,riskjar'ata,riskjar'ati,riskjar'ate,riskj'ara,riskjarj'amo,riskjar'ate,riskj'aro,riskj'ari,riskj'ara,riskjarj'amo,riskjar'ate,riskj'arano,riskj'ari,riskj'ari,riskj'ari,riskjarj'amo,riskjarj'ate,riskj'arino,riskjar'avo,riskjar'avi,riskjar'ava,riskjarav'amo,riskjarav'ate,riskjar'avano,riskjar'assi,riskjar'assi,riskjar'asse,riskjar'assimo,riskjar'aste,riskjar'assero,riskjar'ai,riskjar'asti,riskjar'o,riskjar'ammo,riskjar'aste,riskjar'arono,riskjarer'o,riskjarer'ai,riskjarer'a,riskjarer'emo,riskjarer'ete,riskjarer'anno,riskjarer'ei,riskjarer'esti,riskjarer'ebbe,riskjarer'emmo,riskjarer'este,riskjarer'ebbero
risollevare,risollev'are,risollev'ando,risollev'ante,risollev'anti,risollev'ato,risollev'ata,risollev'ati,risollev'ate,risoll'eva,risollevj'amo,risollev'ate,risoll'evo,risoll'evi,risoll'eva,risollevj'amo,risollev'ate,risoll'evano,risoll'evi,risoll'evi,risoll'evi,risollevj'amo,risollevj'ate,risoll'evino,risollev'avo,risollev'avi,risollev'ava,risollevav'amo,risollevav'ate,risollev'avano,risollev'assi,risollev'assi,risollev'asse,risollev'assimo,risollev'aste,risollev'assero,risollev'ai,risollev'asti,risollev'o,risollev'ammo,risollev'aste,risollev'arono,risollever'o,risollever'ai,risollever'a,risollever'emo,risollever'ete,risollever'anno,risollever'ei,risollever'esti,risollever'ebbe,risollever'emmo,risollever'este,risollever'ebbero
ristagnare,ristaɲɲ'are,ristaɲɲ'ando,ristaɲɲ'ante,ristaɲɲ'anti,ristaɲɲ'ato,ristaɲɲ'ata,ristaɲɲ'ati,ristaɲɲ'ate,rist'aɲɲa,ristaɲɲ'amo,ristaɲɲ'ate,rist'aɲɲo,rist'aɲɲi,rist'aɲɲa,ristaɲɲ'amo,ristaɲɲ'ate,rist'aɲɲano,rist'aɲɲi,rist'aɲɲi,rist'aɲɲi,ristaɲɲ'amo,ristaɲɲ'ate,rist'aɲɲino,ristaɲɲ'avo,ristaɲɲ'avi,ristaɲɲ'ava,ristaɲɲav'amo,ristaɲɲav'ate,ristaɲɲ'avano,ristaɲɲ'assi,ristaɲɲ'assi,ristaɲɲ'asse,ristaɲɲ'assimo,ristaɲɲ'aste,ristaɲɲ'assero,ristaɲɲ'ai,ristaɲɲ'asti,ristaɲɲ'o,ristaɲɲ'ammo,ristaɲɲ'aste,ristaɲɲ'arono,ristaɲɲer'o,ristaɲɲer'ai,ristaɲɲer'a,ristaɲɲer'emo,ristaɲɲer'ete,ristaɲɲer'anno,ristaɲɲer'ei,ristaɲɲer'esti,ristaɲɲer'ebbe,ristaɲɲer'emmo,ristaɲɲer'este,ristaɲɲer'ebbero
saccheggiare,sakkeddʒ'are,sakkeddʒ'ando,sakkeddʒ'ante,sakkeddʒ'anti,sakkeddʒ'ato,sakkeddʒ'ata,sakkeddʒ'ati,sakkeddʒ'ate,sakk'eddʒa,sakkeddʒ'amo,sakkeddʒ'ate,sakk'eddʒo,sakk'eddʒi,sakk'eddʒa,sakkeddʒ'amo,sakkeddʒ'ate,sakk'eddʒano,sakk'eddʒi,sakk'eddʒi,sakk'eddʒi,sakkeddʒ'amo,sakkeddʒ'ate,sakk'eddʒino,sakkeddʒ'avo,sakkeddʒ'avi,sakkeddʒ'ava,sakkeddʒav'amo,sakkeddʒav'ate,sakkeddʒ'avano,sakkeddʒ'assi,sakkeddʒ'assi,sakkeddʒ'asse,sakkeddʒ'assimo,sakkeddʒ'aste,sakkeddʒ'assero,sakkeddʒ'ai,sakkeddʒ'asti,sakkeddʒ'o,sakkeddʒ'ammo,sakkeddʒ'aste,sakkeddʒ'arono,sakkeddʒer'o,sakkeddʒer'ai,sakkeddʒer'a,sakkeddʒer'emo,sakkeddʒer'ete,sakkeddʒer'anno,sakkeddʒer'ei,sakkeddʒer'esti,sakkeddʒer'ebbe,sakkeddʒer'emmo,sakkeddʒer'este,sakkeddʒer'ebbero
saziare,sattsj'are,sattsj'ando,sattsj'ante,sattsj'anti,sattsj'ato,sattsj'ata,sattsj'ati,sattsj'ate,s'attsja,sattsj'amo,sattsj'ate,s'attsjo,s'attsi,s'attsja,sattsj'amo,sattsj'ate,s'attsjano,s'attsi,s'attsi,s'attsi,sattsj'amo,sattsj'ate,s'attsino,sattsj'avo,sattsj'avi,sattsj'ava,sattsjav'amo,sattsjav'ate,sattsj'avano,sattsj'assi,sattsj'assi,sattsj'asse,sattsj'assimo,sattsj'aste,sattsj'assero,sattsj'ai,sattsj'asti,sattsj'o,sattsj'ammo,sattsj'aste,sattsj'arono,sattsjer'o,sattsjer'ai,sattsjer'a,sattsjer'emo,sattsjer'ete,sattsjer'anno,sattsjer'ei,sattsjer'esti,sattsjer'ebbe,sattsjer'emmo,sattsjer'este,sattsjer'ebbero
sbuffare,zbuff'are,zbuff'ando,zbuff'ante,zbuff'anti,zbuff'ato,zbuff'ata,zbuff'ati,zbuff'ate,zb'uffa,zbuffj'amo,zbuff'ate,zb'uffo,zb'uffi,zb'uffa,zbuffj'amo,zbuff'ate,zb'uffano,zb'uffi,zb'uffi,zb'uffi,zbuffj'amo,zbuffj'ate,zb'uffino,zbuff'avo,zbuff'avi,zbuff'ava,zbuffav'amo,zbuffav'ate,zbuff'avano,zbuff'assi,zbuff'assi,zbuff'asse,zbuff'assimo,zbuff'aste,zbuff'assero,zbuff'ai,zbuff'asti,zbuff'o,zbuff'ammo,zbuff'aste,zbuff'arono,zbuffer'o,zbuffer'ai,zbuffer'a,zbuffer'emo,zbuffer'ete,zbuffer'anno,zbuffer'ei,zbuffer'esti,zbuffer'ebbe,zbuffer'emmo,zbuffer'este,zbuffer'ebbero
scalzare,skalts'are,skalts'ando,skalts'ante,skalts'anti,skalts'ato,skalts'ata,skalts'ati,skalts'ate,sk'altsa,skaltsj'amo,skalts'ate,sk'altso,sk'altsi,sk'altsa,skaltsj'amo,skalts'ate,sk'altsano,sk'altsi,sk'altsi,sk'altsi,skaltsj'amo,skaltsj'ate,sk'altsino,skalts'avo,skalts'avi,skalts'ava,skaltsav'amo,skaltsav'ate,skalts'avano,skalts'assi,skalts'assi,skalts'asse,skalts'assimo,skalts'aste,skalts'assero,skalts'ai,skalts'asti,skalts'o,skalts'ammo,skalts'aste,skalts'arono,skaltser'o,skaltser'ai,skaltser'a,skaltser'emo,skaltser'ete,skaltser'anno,skaltser'ei,skaltser'esti,skaltser'ebbe,skaltser'emmo,skaltser'este,skaltser'ebbero
sgombrare,zgombr'are,zgombr'ando,zgombr'ante,zgombr'anti,zgombr'ato,zgombr'ata,zgombr'ati,zgombr'ate,zg'ombra,zgombrj'amo,zgombr'ate,zg'ombro,zg'ombri,zg'ombra,zgombrj'amo,zgombr'ate,zg'ombrano,zg'ombri,zg'ombri,zg'ombri,zgombrj'amo,zgombrj'ate,zg'ombrino,zgombr'avo,zgombr'avi,zgombr'ava,zgombrav'amo,zgombrav'ate,zgombr'avano,zgombr'assi,zgombr'assi,zgombr'asse,zgombr'assimo,zgombr'aste,zgombr'assero,zgombr'ai,zgombr'asti,zgombr'o,zgombr'ammo,zgombr'aste,zgombr'arono,zgombrer'o,zgombrer'ai,zgombrer'a,zgombrer'emo,zgombrer'ete,zgombrer'anno,zgombrer'ei,zgombrer'esti,zgombrer'ebbe,zgombrer'emmo,zgombrer'este,zgombrer'ebbero
sgorgare,zgorg'are,zgorg'ando,zgorg'ante,zgorg'anti,zgorg'ato,zgorg'ata,zgorg'ati,zgorg'ate,zg'orga,zgorgj'amo,zgorg'ate,zg'orgo,zg'orgi,zg'orga,zgorgj'amo,zgorg'ate,zg'organo,zg'orgi,zg'orgi,zg'orgi,zgorgj'amo,zgorgj'ate,zg'orgino,zgorg'avo,zgorg'avi,zgorg'ava,zgorgav'amo,zgorgav'ate,zgorg'avano,zgorg'assi,zgorg'assi,zgorg'asse,zgorg'assimo,zgorg'aste,zgorg'assero,zgorg'ai,zgorg'asti,zgorg'o,zgorg'ammo,zgorg'aste,zgorg'arono,zgorger'o,zgorger'ai,zgorger'a,zgorger'emo,zgorger'ete,zgorger'anno,zgorger'ei,zgorger'esti,zgorger'ebbe,zgorger'emmo,zgorger'este,zgorger'ebbero
spandere,sp'andere,spand'endo,spand'ente,spand'enti,sp'anto,spand'uto,spand'uti,spand'ute,sp'andi,spandj'amo,spand'ete,sp'ando,sp'andi,sp'ande,spandj'amo,spand'ete,sp'andono,sp'anda,sp'anda,sp'anda,spandj'amo,spandj'ate,sp'andano,spand'evo,spand'evi,spand'eva,spandev'amo,spandev'ate,spand'evano,spand'essi,spand'essi,spand'esse,spand'essimo,spand'este,spand'essero,sp'ansi,spand'esti,sp'anse,spand'emmo,spand'este,sp'ansero,spander'o,spander'ai,spander'a,spander'emo,spander'ete,spander'anno,spander'ei,spander'esti,spander'ebbe,spander'emmo,spander'este,spander'ebbero
spopolare,spopol'are,spopol'ando,spopol'ante,spopol'anti,spopol'ato,spopol'ata,spopol'ati,spopol'ate,sp'opola,spopolj'amo,spopol'ate,sp'opolo,sp'opoli,sp'opola,spopolj'amo,spopol'ate,sp'opolano,sp'opoli,sp'opoli,sp'opoli,spopolj'amo,spopolj'ate,sp'opolino,spopol'avo,spopol'avi,spopol'ava,spopolav'amo,spopolav'ate,spopol'avano,spopol'assi,spopol'assi,spopol'asse,spopol'assimo,spopol'aste,spopol'assero,spopol'ai,spopol'asti,spopol'o,spopol'ammo,spopol'aste,spopol'arono,spopoler'o,spopoler'ai,spopoler'a,spopoler'emo,spopoler'ete,spopoler'anno,spopoler'ei,spopoler'esti,spopoler'ebbe,spopoler'emmo,spopoler'este,spopoler'ebbero
sporcare,spork'are,spork'ando,spork'ante,spork'anti,spork'ato,spork'ata,spork'ati,spork'ate,sp'orka,sporkj'amo,spork'ate,sp'orko,sp'orki,sp'orka,sporkj'amo,spork'ate,sp'orkano,sp'orki,sp'orki,sp'orki,sporkj'amo,sporkj'ate,sp'orkino,spork'avo,spork'avi,spork'ava,sporkav'amo,sporkav'ate,spork'avano,spork'assi,spork'assi,spork'asse,spork'assimo,spork'aste,spork'assero,spork'ai,spork'asti,spork'o,spork'ammo,spork'aste,spork'arono,sporker'o,sporker'ai,sporker'a,sporker'emo,sporker'ete,sporker'anno,sporker'ei,sporker'esti,sporker'ebbe,sporker'emmo,sporker'este,sporker'ebbero
srotolare,zrotol'are,zrotol'ando,zrotol'ante,zrotol'anti,zrotol'ato,zrotol'ata,zrotol'ati,zrotol'ate,zr'otola,zrotolj'amo,zrotol'ate,zr'otolo,zr'otoli,zr'otola,zrotolj'amo,zrotol'ate,zr'otolano,zr'otoli,zr'otoli,zr'otoli,zrotolj'amo,zrotolj'ate,zr'otolino,zrotol'avo,zrotol'avi,zrotol'ava,zrotolav'amo,zrotolav'ate,zrotol'avano,zrotol'assi,zrotol'assi,zrotol'asse,zrotol'assimo,zrotol'aste,zrotol'assero,zrotol'ai,zrotol'asti,zrotol'o,zrotol'ammo,zrotol'aste,zrotol'arono,zrotoler'o,zrotoler'ai,zrotoler'a,zrotoler'emo,zrotoler'ete,zrotoler'anno,zrotoler'ei,zrotoler'esti,zrotoler'ebbe,zrotoler'emmo,zrotoler'este,zrotoler'ebbero
